year,geo_name,geo,child_mortality
2015,"Baltimore County, MD","05000US24005",50.4
2015,"Grady County","05000US13131",50.4
2015,"Mendocino County","05000US06045",50.4
2017,"Virginia Beach city, VA","05000US51810",50.4
2016,"Polk County","05000US13233",50.4
2017,"Harrison County","05000US18061",50.4
2017,"Mercer County, NJ","05000US34021",50.4
2016,"Brown County","05000US48049",50.4
2017,"Volusia County, FL","05000US12127",50.4
2017,"Douglas County, GA","05000US13097",50.4
2016,"Crawford County","05000US29055",50.4
2016,"Beaver County, PA","05000US42007",50.4
2015,"Yuba County","05000US06115",50.4
2017,"Gonzales County","05000US48177",50.4
2017,"Walker County","05000US48471",50.3
2016,"DeKalb County","05000US18033",50.3
2015,"Pierce County, WA","05000US53053",50.3
2015,"La Plata County","05000US08067",50.3
2017,"Weld County, CO","05000US08123",50.3
2017,"Oswego County, NY","05000US36075",50.3
2017,"Grand Forks County","05000US38035",50.2
2015,"Boone County","05000US18011",50.2
2017,"Tioga County","05000US42117",50.2
2015,"Bowie County","05000US48037",50.2
2016,"Loudon County","05000US47105",50.2
2016,"Navarro County","05000US48349",50.2
2017,"Pueblo County, CO","05000US08101",50.2
2015,"Davis County, UT","05000US49011",50.2
2016,"Newberry County","05000US45071",50.2
2015,"Logan County","05000US40083",50.2
2017,"Broome County, NY","05000US36007",50.2
2017,"Monroe County, IN","05000US18105",50.2
2016,"Tuscola County","05000US26157",50.2
2015,"Salt Lake County, UT","05000US49035",50.1
2015,"Fond du Lac County, WI","05000US55039",50.1
2015,"Shelby County, AL","05000US01117",50.1
2015,"Gillespie County","05000US48171",50.1
2017,"Columbia County, GA","05000US13073",50.1
2016,"James City County","05000US51095",50.1
2016,"Stanly County","05000US37167",50.1
2017,"Brown County","05000US27015",50.1
2017,"Washoe County, NV","05000US32031",50.1
2017,"Kitsap County, WA","05000US53035",50.1
2015,"Defiance County","05000US39039",50.1
2017,"Clinton County","05000US36019",50.1
2017,"Mesa County, CO","05000US08077",50.0
2015,"Pinal County, AZ","05000US04021",50.0
2017,"Currituck County","05000US37053",50.0
2015,"Logan County","05000US39091",50.0
2016,"Bernalillo County, NM","05000US35001",50.0
2016,"Mecklenburg County, NC","05000US37119",50.0
2017,"Madison County, IN","05000US18095",50.0
2017,"Orleans County","05000US50019",50.0
2017,"Dickson County","05000US47043",50.0
2016,"Pinellas County, FL","05000US12103",50.0
2015,"Grainger County","05000US47057",50.0
2016,"Washington County, UT","05000US49053",50.0
2017,"Honolulu County, HI","05000US15003",50.0
2017,"Bay County, MI","05000US26017",50.0
2017,"Granville County","05000US37077",49.9
2016,"Page County","05000US51139",49.9
2017,"El Paso County, CO","05000US08041",49.9
2015,"Tipton County","05000US47167",49.9
2015,"Benton County, AR","05000US05007",49.9
2015,"St. Lucie County, FL","05000US12111",49.9
2017,"Randolph County","05000US18135",49.9
2016,"Macoupin County","05000US17117",49.9
2015,"Bernalillo County, NM","05000US35001",49.9
2015,"Union County","05000US45087",49.9
2016,"Sequoyah County","05000US40135",49.9
2015,"Marion County","05000US39101",49.9
2017,"Yakima County, WA","05000US53077",49.9
2015,"Butler County","05000US20015",49.9
2015,"Graham County","05000US04009",49.9
2016,"Windham County","05000US50025",49.9
2015,"Rutherford County","05000US37161",49.9
2015,"Cullman County","05000US01043",49.9
2015,"Cameron County, TX","05000US48061",49.9
2017,"Johnston County, NC","05000US37101",49.9
2016,"Bradford County","05000US42015",49.9
2017,"Bernalillo County, NM","05000US35001",49.9
2015,"Sumner County, TN","05000US47165",49.9
2015,"Spokane County, WA","05000US53063",49.8
2017,"Monroe County","05000US12087",49.8
2017,"Providence County, RI","05000US44007",49.8
2016,"Tuscarawas County","05000US39157",49.8
2016,"Logan County","05000US40083",49.8
2015,"Broward County, FL","05000US12011",49.8
2015,"Blount County","05000US01009",49.8
2017,"Windsor County","05000US50027",49.8
2015,"Portage County, OH","05000US39133",49.8
2016,"Chemung County","05000US36015",49.8
2015,"Macon County","05000US37113",49.8
2015,"Grays Harbor County","05000US53027",49.8
2016,"Limestone County","05000US48293",49.7
2016,"Miller County","05000US29131",49.7
2015,"Beaufort County, SC","05000US45013",49.7
2016,"Tioga County","05000US36107",49.7
2017,"Flathead County","05000US30029",49.7
2015,"DeKalb County","05000US18033",49.7
2015,"Onondaga County, NY","05000US36067",49.7
2015,"Morton County","05000US38059",49.7
2015,"Robertson County","05000US47147",49.7
2016,"Citrus County, FL","05000US12017",49.7
2015,"Washington County","05000US31177",49.7
2016,"Clermont County, OH","05000US39025",49.7
2016,"Santa Cruz County","05000US04023",49.7
2015,"Nobles County","05000US27105",49.7
2016,"Penobscot County, ME","05000US23019",49.7
2017,"Graham County","05000US04009",49.7
2017,"Brown County, WI","05000US55009",49.7
2015,"Monroe County","05000US12087",49.7
2017,"Randolph County, NC","05000US37151",49.6
2017,"Kaufman County, TX","05000US48257",49.6
2017,"Titus County","05000US48449",49.6
2015,"Frederick County","05000US51069",49.6
2016,"Cache County, UT","05000US49005",49.6
2017,"Tioga County","05000US36107",49.6
2016,"Uvalde County","05000US48463",49.6
2017,"Columbiana County, OH","05000US39029",49.6
2016,"Gladwin County","05000US26051",49.6
2015,"Clark County, NV","05000US32003",49.6
2017,"Chautauqua County, NY","05000US36013",49.6
2016,"Lewis County","05000US36049",49.6
2015,"Kent County, RI","05000US44003",49.6
2017,"Boone County, MO","05000US29019",49.6
2016,"Jefferson County","05000US42065",49.6
2015,"Wythe County","05000US51197",49.6
2016,"Sumner County, TN","05000US47165",49.5
2016,"Webster Parish","05000US22119",49.5
2017,"Carteret County","05000US37031",49.5
2015,"Starr County","05000US48427",49.5
2015,"Lincoln County","05000US29113",49.5
2017,"Vermilion Parish","05000US22113",49.5
2017,"Greenville County, SC","05000US45045",49.5
2016,"Huron County","05000US26063",49.5
2017,"Hopkins County","05000US21107",49.5
2017,"Columbia County","05000US41009",49.5
2017,"Cleburne County","05000US05023",49.5
2016,"Midland County, TX","05000US48329",49.5
2015,"Cache County, UT","05000US49005",49.5
2017,"Hancock County","05000US39063",49.4
2015,"Austin County","05000US48015",49.4
2016,"Juneau County","05000US55057",49.4
2015,"Columbia County, GA","05000US13073",49.4
2016,"Pulaski County","05000US51155",49.4
2016,"Maricopa County, AZ","05000US04013",49.4
2016,"Jefferson County, MO","05000US29099",49.4
2017,"Allegheny County, PA","05000US42003",49.4
2016,"Newaygo County","05000US26123",49.4
2015,"Washington County","05000US50023",49.4
2015,"Bradley County, TN","05000US47011",49.4
2015,"Graves County","05000US21083",49.4
2017,"Bronx County, NY","05000US36005",49.4
2015,"Chemung County","05000US36015",49.4
2017,"Coles County","05000US17029",49.4
2016,"Oconto County","05000US55083",49.3
2015,"Mesa County, CO","05000US08077",49.3
2016,"Boone County","05000US54005",49.3
2015,"Hot Spring County","05000US05059",49.3
2017,"Montgomery County","05000US17135",49.3
2017,"Bedford County","05000US51019",49.3
2016,"Campbell County","05000US51031",49.3
2017,"Beauregard Parish","05000US22011",49.3
2017,"Kenai Peninsula Borough","05000US02122",49.3
2016,"Hart County","05000US13147",49.3
2016,"Delta County","05000US26041",49.2
2015,"Walton County","05000US13297",49.2
2015,"St. Bernard Parish","05000US22087",49.2
2015,"Pittsylvania County","05000US51143",49.2
2015,"Avoyelles Parish","05000US22009",49.2
2016,"Yuba County","05000US06115",49.2
2016,"Davidson County, NC","05000US37057",49.2
2017,"Buchanan County","05000US19019",49.2
2017,"Franklin County","05000US47051",49.2
2015,"Johnston County, NC","05000US37101",49.2
2017,"Mineral County","05000US54057",49.2
2016,"Columbia County, GA","05000US13073",49.2
2015,"Grand Forks County","05000US38035",49.2
2017,"Cass County, ND","05000US38017",49.2
2017,"Baltimore County, MD","05000US24005",49.2
2017,"Madison County","05000US36053",49.2
2015,"Clay County","05000US27027",49.2
2016,"Nacogdoches County","05000US48347",49.2
2017,"Knox County, TN","05000US47093",49.1
2017,"Pontotoc County","05000US28115",49.1
2017,"Stoddard County","05000US29207",49.1
2016,"Suffolk County, MA","05000US25025",49.1
2015,"Stephenson County","05000US17177",49.1
2015,"Warren County, KY","05000US21227",49.1
2017,"Surry County","05000US37171",49.1
2015,"Harrison County","05000US18061",49.1
2016,"Doña Ana County, NM","05000US35013",49.1
2017,"Canyon County, ID","05000US16027",49.1
2015,"Marion County","05000US54049",49.1
2017,"Henderson County, NC","05000US37089",49.1
2015,"Yavapai County, AZ","05000US04025",49.1
2016,"Rock County, WI","05000US55105",49.1
2015,"Siskiyou County","05000US06093",49.1
2015,"Gladwin County","05000US26051",49.0
2017,"Itasca County","05000US27061",49.0
2017,"Shenandoah County","05000US51171",49.0
2016,"Cayuga County","05000US36011",49.0
2017,"Clearfield County","05000US42033",49.0
2015,"Boone County","05000US54005",49.0
2017,"San Bernardino County, CA","05000US06071",49.0
2015,"Windham County","05000US50025",49.0
2016,"Scott County, IA","05000US19163",48.9
2016,"Cleburne County","05000US05023",48.9
2017,"Dodge County","05000US27039",48.9
2017,"Hendry County","05000US12051",48.9
2017,"Letcher County","05000US21133",48.9
2017,"Otter Tail County","05000US27111",48.9
2017,"Campbell County","05000US51031",48.9
2015,"Gordon County","05000US13129",48.9
2015,"Carson City County","05000US32510",48.9
2016,"Douglas County","05000US17041",48.9
2016,"Grayson County","05000US21085",48.9
2016,"Jasper County","05000US45053",48.9
2017,"Marshall County","05000US19127",48.8
2016,"San Bernardino County, CA","05000US06071",48.8
2017,"Hocking County, OH","05000US39073",48.8
2015,"Baldwin County","05000US13009",48.8
2016,"Pima County, AZ","05000US04019",48.8
2016,"Bannock County","05000US16005",48.8
2015,"Tioga County","05000US36107",48.8
2015,"Juneau County","05000US55057",48.8
2016,"Brown County, WI","05000US55009",48.8
2017,"Blue Earth County","05000US27013",48.8
2015,"Boone County","05000US17007",48.7
2017,"Blount County, TN","05000US47009",48.7
2016,"Licking County, OH","05000US39089",48.7
2015,"Canyon County, ID","05000US16027",48.7
2016,"Broome County, NY","05000US36007",48.7
2015,"Dodge County","05000US31053",48.7
2016,"Osage County","05000US40113",48.7
2017,"Solano County, CA","05000US06095",48.7
2015,"Tippecanoe County, IN","05000US18157",48.7
2017,"Richland County, OH","05000US39139",48.7
2015,"Brazos County, TX","05000US48041",48.7
2017,"Carson City County","05000US32510",48.7
2017,"Pierce County, WA","05000US53053",48.7
2016,"Hopkins County","05000US21107",48.7
2017,"Armstrong County","05000US42005",48.7
2016,"Baltimore County, MD","05000US24005",48.6
2016,"Yavapai County, AZ","05000US04025",48.6
2016,"Platte County","05000US29165",48.6
2017,"Carbon County","05000US42025",48.6
2015,"Buncombe County, NC","05000US37021",48.6
2016,"Nueces County, TX","05000US48355",48.6
2016,"Hancock County","05000US18059",48.6
2017,"Putnam County","05000US39137",48.6
2016,"Meade County","05000US21163",48.6
2017,"Berks County, PA","05000US42011",48.6
2016,"Kennebec County, ME","05000US23011",48.6
2017,"Gordon County","05000US13129",48.6
2015,"Marion County, OR","05000US41047",48.6
2016,"Martin County, FL","05000US12085",48.5
2017,"Chatham County","05000US37037",48.5
2016,"Osceola County","05000US26133",48.5
2017,"Grayson County","05000US21085",48.5
2017,"Windham County","05000US50025",48.5
2017,"Spokane County, WA","05000US53063",48.5
2017,"Meade County","05000US21163",48.5
2017,"LaGrange County","05000US18087",48.5
2015,"Allen County, OH","05000US39003",48.5
2017,"Carroll County","05000US05015",48.5
2015,"Fulton County","05000US39051",48.5
2017,"Barton County","05000US20009",48.5
2015,"Huron County","05000US39077",48.5
2015,"Limestone County","05000US01083",48.5
2017,"Winnebago County, WI","05000US55139",48.5
2016,"Dubuque County","05000US19061",48.5
2017,"Summit County, OH","05000US39153",48.5
2016,"Levy County","05000US12075",48.4
2016,"Osceola County, FL","05000US12097",48.4
2016,"Clinton County","05000US19045",48.4
2017,"Maricopa County, AZ","05000US04013",48.4
2015,"Licking County, OH","05000US39089",48.4
2016,"Fond du Lac County, WI","05000US55039",48.4
2016,"Elko County","05000US32007",48.4
2017,"Shelby County","05000US21211",48.4
2015,"Matanuska-Susitna Borough","05000US02170",48.4
2016,"Orange County, NY","05000US36071",48.4
2017,"Marion County","05000US39101",48.4
2017,"Buena Vista County","05000US19021",48.4
2017,"Franklin County, PA","05000US42055",48.3
2016,"San Patricio County","05000US48409",48.3
2015,"Lehigh County, PA","05000US42077",48.3
2016,"Kent County, MI","05000US26081",48.3
2016,"Pittsylvania County","05000US51143",48.3
2016,"Isle of Wight County","05000US51093",48.3
2017,"Ouachita County","05000US05103",48.2
2016,"Hampden County, MA","05000US25013",48.2
2016,"DeSoto County, MS","05000US28033",48.2
2016,"Woodford County","05000US17203",48.2
2016,"Pottawattamie County","05000US19155",48.2
2016,"Kaufman County, TX","05000US48257",48.2
2016,"Manitowoc County","05000US55071",48.2
2015,"Lincoln County","05000US55069",48.2
2015,"Augusta County","05000US51015",48.2
2017,"Nye County","05000US32023",48.2
2016,"Fairbanks North Star Borough, AK","05000US02090",48.2
2015,"Victoria County","05000US48469",48.2
2017,"Sanilac County","05000US26151",48.2
2015,"Seminole County, FL","05000US12117",48.2
2017,"Shelby County, AL","05000US01117",48.2
2016,"Peach County","05000US13225",48.1
2017,"Pinal County, AZ","05000US04021",48.1
2015,"Henderson County, NC","05000US37089",48.1
2015,"Maverick County","05000US48323",48.1
2017,"Saunders County","05000US31155",48.1
2016,"Rankin County, MS","05000US28121",48.1
2016,"Whitman County","05000US53075",48.1
2016,"Lincoln County","05000US29113",48.1
2017,"Pinellas County, FL","05000US12103",48.1
2016,"Spokane County, WA","05000US53063",48.1
2016,"Codington County","05000US46029",48.1
2015,"Montgomery County","05000US20125",48.1
2016,"Wharton County","05000US48481",48.1
2016,"Salt Lake County, UT","05000US49035",48.1
2017,"Salt Lake County, UT","05000US49035",48.1
2017,"Clarke County, GA","05000US13059",48.1
2017,"Warren County","05000US51187",48.1
2016,"Audrain County","05000US29007",48.0
2016,"Anchorage Municipality, AK","05000US02020",48.0
2016,"Lyon County","05000US27083",48.0
2016,"Venango County","05000US42121",48.0
2016,"Harrisonburg city","05000US51660",48.0
2015,"Carroll County","05000US47017",48.0
2017,"Crow Wing County","05000US27035",48.0
2015,"Navarro County","05000US48349",48.0
2016,"Maverick County","05000US48323",48.0
2015,"Hampden County, MA","05000US25013",48.0
2017,"Mason County","05000US54053",48.0
2017,"Kings County, CA","05000US06031",48.0
2016,"Otero County","05000US35035",48.0
2016,"Winnebago County, WI","05000US55139",48.0
2017,"Barrow County","05000US13013",48.0
2015,"Scott County, IA","05000US19163",48.0
2016,"Butte County, CA","05000US06007",47.9
2015,"Tom Green County, TX","05000US48451",47.9
2015,"Wagoner County","05000US40145",47.9
2015,"Polk County","05000US13233",47.9
2016,"Ramsey County, MN","05000US27123",47.9
2017,"Marion County","05000US29127",47.9
2015,"Miami-Dade County, FL","05000US12086",47.9
2016,"Iredell County, NC","05000US37097",47.9
2016,"Greene County, OH","05000US39057",47.9
2017,"Clay County, MO","05000US29047",47.8
2017,"Whitley County","05000US18183",47.8
2016,"Broward County, FL","05000US12011",47.8
2016,"Knox County, TN","05000US47093",47.8
2015,"Palm Beach County, FL","05000US12099",47.8
2015,"Guadalupe County, TX","05000US48187",47.8
2015,"Randolph County, NC","05000US37151",47.7
2017,"Baldwin County, AL","05000US01003",47.7
2016,"Twin Falls County","05000US16083",47.7
2016,"LaSalle County, IL","05000US17099",47.7
2016,"Madison County, IL","05000US17119",47.7
2015,"Fayette County","05000US18041",47.7
2016,"St. Bernard Parish","05000US22087",47.7
2017,"Kent County, MI","05000US26081",47.7
2015,"Dodge County","05000US27039",47.7
2016,"Flathead County","05000US30029",47.7
2017,"Doña Ana County, NM","05000US35013",47.7
2015,"Oneida County, NY","05000US36065",47.7
2017,"Hardin County","05000US39065",47.7
2016,"Huron County","05000US39077",47.7
2016,"Marion County, OR","05000US41047",47.7
2015,"Knox County, TN","05000US47093",47.7
2017,"Hidalgo County, TX","05000US48215",47.7
2017,"Nueces County, TX","05000US48355",47.7
2015,"Travis County, TX","05000US48453",47.7
2015,"Utah County, UT","05000US49049",47.7
2015,"Columbia County","05000US55021",47.7
2015,"Uinta County","05000US56041",47.7
2016,"Van Buren County","05000US26159",47.6
2016,"Hidalgo County, TX","05000US48215",47.6
2015,"Yamhill County, OR","05000US41071",47.6
2015,"Valencia County","05000US35061",47.6
2016,"Wake County, NC","05000US37183",47.6
2015,"Bannock County","05000US16005",47.6
2017,"Crawford County","05000US39033",47.6
2015,"Lancaster County, NE","05000US31109",47.6
2015,"Henrico County, VA","05000US51087",47.5
2015,"Campbell County","05000US21037",47.5
2016,"Steele County","05000US27147",47.5
2016,"Charles County, MD","05000US24017",47.5
2015,"Box Elder County","05000US49003",47.5
2016,"Surry County","05000US37171",47.5
2017,"Sequoyah County","05000US40135",47.5
2016,"Meade County","05000US46093",47.4
2015,"Centre County, PA","05000US42027",47.4
2017,"Wayne County","05000US36117",47.4
2015,"Johnson County, IN","05000US18081",47.4
2017,"Washington County","05000US29221",47.4
2016,"Bingham County","05000US16011",47.4
2016,"Manassas city","05000US51683",47.4
2016,"Jackson County, MI","05000US26075",47.4
2015,"Wakulla County","05000US12129",47.4
2017,"Washington County","05000US50023",47.4
2015,"Isle of Wight County","05000US51093",47.4
2015,"Angelina County","05000US48005",47.4
2016,"Giles County","05000US47055",47.4
2017,"Hardee County","05000US12049",47.3
2016,"Webb County, TX","05000US48479",47.3
2017,"Kendall County","05000US48259",47.3
2016,"Bay County, MI","05000US26017",47.3
2015,"Clayton County, GA","05000US13063",47.3
2015,"Randolph County","05000US29175",47.3
2016,"Burleigh County","05000US38015",47.3
2016,"White County","05000US47185",47.3
2017,"Smyth County","05000US51173",47.3
2016,"Collier County, FL","05000US12021",47.3
2017,"Coos County","05000US41011",47.3
2015,"Polk County","05000US27119",47.3
2016,"Franklin County","05000US21073",47.3
2015,"Jefferson County, MO","05000US29099",47.2
2017,"Sevier County","05000US47155",47.2
2016,"Jackson County","05000US13157",47.2
2016,"Seminole County, FL","05000US12117",47.2
2017,"Hennepin County, MN","05000US27053",47.2
2015,"Lincoln County","05000US31111",47.2
2016,"Blair County, PA","05000US42013",47.2
2017,"Chaves County","05000US35005",47.2
2016,"Canyon County, ID","05000US16027",47.2
2017,"Wayne County","05000US13305",47.2
2015,"New York County, NY","05000US36061",47.2
2015,"Hernando County, FL","05000US12053",47.2
2017,"Clarion County","05000US42031",47.2
2016,"Polk County","05000US55095",47.1
2017,"Onondaga County, NY","05000US36067",47.1
2015,"Clinton County","05000US17027",47.1
2015,"Ottawa County","05000US39123",47.1
2016,"Chambers County","05000US48071",47.1
2016,"Monroe County, MI","05000US26115",47.1
2016,"Walton County","05000US13297",47.1
2017,"Spartanburg County, SC","05000US45083",47.1
2015,"Saunders County","05000US31155",47.1
2015,"Lincoln County","05000US23015",47.1
2017,"Madison County, IL","05000US17119",47.1
2015,"San Jacinto County","05000US48407",47.1
2017,"Hancock County","05000US18059",47.0
2016,"Anne Arundel County, MD","05000US24003",47.0
2015,"Tehama County","05000US06103",47.0
2017,"Santa Cruz County, CA","05000US06087",47.0
2016,"Phillips County","05000US05107",47.0
2016,"Clark County, NV","05000US32003",47.0
2015,"Panola County","05000US48365",47.0
2016,"Onondaga County, NY","05000US36067",47.0
2016,"Monroe County","05000US12087",47.0
2017,"Del Norte County","05000US06015",47.0
2015,"Steele County","05000US27147",47.0
2015,"Worth County","05000US13321",47.0
2016,"Sullivan County","05000US36105",47.0
2017,"Jackson County","05000US13157",47.0
2015,"Hidalgo County, TX","05000US48215",47.0
2015,"Bingham County","05000US16011",47.0
2017,"Bannock County","05000US16005",47.0
2016,"Kittitas County","05000US53037",46.9
2016,"Morrison County","05000US27097",46.9
2015,"Boone County","05000US05009",46.9
2015,"Allegany County","05000US24001",46.9
2015,"Coryell County","05000US48099",46.9
2015,"Plaquemines Parish","05000US22075",46.9
2017,"Mahaska County","05000US19123",46.9
2016,"Otter Tail County","05000US27111",46.9
2015,"Montgomery County","05000US51121",46.9
2015,"Harris County","05000US13145",46.9
2015,"Cherokee County","05000US20021",46.8
2015,"Tulare County, CA","05000US06107",46.8
2015,"Mercer County","05000US39107",46.8
2016,"Spartanburg County, SC","05000US45083",46.8
2017,"Lewis County","05000US36049",46.8
2016,"Sheridan County","05000US56033",46.8
2017,"Hall County, GA","05000US13139",46.8
2016,"Cass County, ND","05000US38017",46.8
2016,"Fayette County","05000US48149",46.8
2017,"Delta County","05000US26041",46.8
2017,"Douglas County","05000US55031",46.8
2017,"Wyoming County","05000US36121",46.8
2017,"Calaveras County","05000US06009",46.8
2017,"Polk County","05000US55095",46.8
2015,"Sandoval County, NM","05000US35043",46.8
2017,"Newaygo County","05000US26123",46.8
2016,"Sandoval County, NM","05000US35043",46.8
2016,"Lewis County","05000US53041",46.7
2017,"Stephenson County","05000US17177",46.7
2016,"Northampton County, PA","05000US42095",46.7
2015,"Oconee County","05000US45073",46.7
2015,"Kitsap County, WA","05000US53035",46.7
2017,"Angelina County","05000US48005",46.7
2017,"Wood County, OH","05000US39173",46.7
2016,"St. Tammany Parish, LA","05000US22103",46.7
2015,"Cayuga County","05000US36011",46.7
2015,"Tuscola County","05000US26157",46.7
2015,"Nevada County, CA","05000US06057",46.7
2017,"Webb County, TX","05000US48479",46.7
2016,"Henry County","05000US17073",46.7
2016,"Whitley County","05000US18183",46.7
2015,"Van Buren County","05000US26159",46.7
2015,"Kane County, IL","05000US17089",46.6
2016,"Genesee County","05000US36037",46.6
2015,"Clare County","05000US26035",46.6
2015,"Sheridan County","05000US56033",46.6
2017,"Scioto County","05000US39145",46.6
2017,"Cowlitz County, WA","05000US53015",46.6
2016,"Benton County, AR","05000US05007",46.6
2016,"San Luis Obispo County, CA","05000US06079",46.6
2016,"Chambers County","05000US01017",46.6
2017,"Rock Island County, IL","05000US17161",46.6
2015,"Kings County, NY","05000US36047",46.6
2015,"Putnam County","05000US47141",46.6
2017,"Salem County","05000US34033",46.5
2015,"Woodford County","05000US21239",46.5
2015,"Warren County, OH","05000US39165",46.5
2016,"Wood County, OH","05000US39173",46.5
2017,"Montcalm County","05000US26117",46.5
2016,"Granville County","05000US37077",46.5
2017,"Franklin County","05000US36033",46.5
2015,"Carbon County","05000US42025",46.5
2015,"Iredell County, NC","05000US37097",46.5
2015,"Hall County","05000US31079",46.5
2016,"Habersham County","05000US13137",46.5
2016,"Graves County","05000US21083",46.5
2015,"Anne Arundel County, MD","05000US24003",46.4
2017,"Dale County","05000US01045",46.4
2015,"Cass County, ND","05000US38017",46.4
2015,"Anchorage Municipality, AK","05000US02020",46.4
2017,"Catoosa County","05000US13047",46.4
2015,"Morrison County","05000US27097",46.4
2016,"Lehigh County, PA","05000US42077",46.4
2016,"St. Lucie County, FL","05000US12111",46.4
2016,"Angelina County","05000US48005",46.4
2015,"Washington County","05000US23029",46.4
2017,"Sumter County","05000US13261",46.4
2016,"Hot Spring County","05000US05059",46.4
2016,"Randolph County","05000US17157",46.3
2016,"Utah County, UT","05000US49049",46.3
2015,"Wapello County","05000US19179",46.3
2016,"Washington County, MD","05000US24043",46.3
2017,"Cobb County, GA","05000US13067",46.3
2017,"Johnson County","05000US29101",46.3
2017,"Frederick County","05000US51069",46.3
2017,"Utah County, UT","05000US49049",46.3
2017,"Polk County","05000US13233",46.3
2015,"Cortland County","05000US36023",46.3
2017,"Lehigh County, PA","05000US42077",46.3
2016,"Chesterfield County, VA","05000US51041",46.3
2015,"Arapahoe County, CO","05000US08005",46.3
2016,"Geneva County","05000US01061",46.3
2016,"Smyth County","05000US51173",46.2
2017,"Ellis County, TX","05000US48139",46.2
2016,"Wayne County","05000US54099",46.2
2015,"Multnomah County, OR","05000US41051",46.2
2017,"San Joaquin County, CA","05000US06077",46.2
2017,"Cass County, MO","05000US29037",46.2
2017,"Clark County, NV","05000US32003",46.2
2017,"Island County","05000US53029",46.2
2017,"Juneau County","05000US55057",46.2
2016,"Tehama County","05000US06103",46.2
2015,"Lincoln County","05000US46083",46.2
2015,"Moore County","05000US48341",46.2
2015,"Ogle County","05000US17141",46.2
2017,"Miller County","05000US29131",46.2
2017,"Somerset County","05000US42111",46.2
2015,"Franklin County","05000US18047",46.2
2017,"Benton County","05000US41003",46.1
2015,"Decatur County","05000US18031",46.1
2017,"Collier County, FL","05000US12021",46.1
2017,"Sherburne County","05000US27141",46.1
2015,"Washtenaw County, MI","05000US26161",46.1
2017,"Madison County","05000US31119",46.1
2016,"Monterey County, CA","05000US06053",46.1
2016,"Prince William County, VA","05000US51153",46.1
2015,"Ravalli County","05000US30081",46.1
2016,"Portage County, OH","05000US39133",46.1
2017,"Oxford County","05000US23017",46.1
2017,"Elbert County","05000US08039",46.0
2016,"Franklin County","05000US51067",46.0
2016,"Kent County, RI","05000US44003",46.0
2016,"Atascosa County","05000US48013",46.0
2015,"St. Croix County","05000US55109",46.0
2015,"Orange County, NY","05000US36071",46.0
2017,"Huntingdon County","05000US42061",46.0
2015,"Arlington County, VA","05000US51013",46.0
2016,"Chesapeake city, VA","05000US51550",46.0
2017,"Blair County, PA","05000US42013",46.0
2016,"Ottawa County, MI","05000US26139",46.0
2017,"St. Lucie County, FL","05000US12111",46.0
2015,"Cocke County","05000US47029",46.0
2015,"Chesapeake city, VA","05000US51550",45.9
2015,"Clay County, MO","05000US29047",45.9
2015,"Butte County, CA","05000US06007",45.9
2015,"Bremer County","05000US19017",45.9
2016,"Hancock County","05000US39063",45.9
2015,"Story County","05000US19169",45.9
2016,"Tulare County, CA","05000US06107",45.9
2016,"Sevier County","05000US49041",45.9
2016,"Warren County","05000US36113",45.9
2015,"Washington County","05000US19183",45.9
2015,"Cowlitz County, WA","05000US53015",45.9
2016,"Coshocton County","05000US39031",45.9
2016,"Kauai County","05000US15007",45.9
2016,"Titus County","05000US48449",45.8
2015,"Albany County","05000US56001",45.8
2016,"Walworth County, WI","05000US55127",45.8
2015,"Hillsdale County","05000US26059",45.8
2015,"Adams County","05000US53001",45.8
2015,"Elk County","05000US42047",45.8
2017,"Cameron County, TX","05000US48061",45.8
2015,"Cobb County, GA","05000US13067",45.8
2016,"Nassau County","05000US12089",45.8
2016,"Columbia County","05000US05027",45.8
2016,"Rensselaer County, NY","05000US36083",45.8
2017,"Washington County","05000US19183",45.8
2016,"Pinal County, AZ","05000US04021",45.8
2017,"Morgan County","05000US17137",45.8
2016,"Clark County, IN","05000US18019",45.7
2015,"Titus County","05000US48449",45.7
2015,"Granville County","05000US37077",45.7
2017,"Henry County, GA","05000US13151",45.7
2015,"Phillips County","05000US05107",45.7
2017,"Linn County, IA","05000US19113",45.7
2016,"Pierce County, WA","05000US53053",45.7
2016,"Palm Beach County, FL","05000US12099",45.7
2017,"Osceola County","05000US26133",45.7
2017,"Jasper County","05000US19099",45.7
2016,"Henderson County, NC","05000US37089",45.7
2015,"Aroostook County","05000US23003",45.6
2016,"Skagit County, WA","05000US53057",45.6
2017,"Multnomah County, OR","05000US41051",45.6
2016,"Williams County","05000US39171",45.6
2016,"Pope County","05000US05115",45.6
2015,"Worcester County","05000US24047",45.6
2017,"Benton County, AR","05000US05007",45.6
2016,"Guernsey County","05000US39059",45.6
2015,"Hall County, GA","05000US13139",45.6
2015,"Brown County, WI","05000US55009",45.6
2017,"Harvey County","05000US20079",45.5
2015,"Clark County, WA","05000US53011",45.5
2016,"Marion County","05000US39101",45.5
2017,"Clermont County, OH","05000US39025",45.5
2016,"San Joaquin County, CA","05000US06077",45.5
2015,"Jackson County, MI","05000US26075",45.5
2016,"Tom Green County, TX","05000US48451",45.5
2016,"Howard County","05000US18067",45.5
2015,"Lyon County","05000US32019",45.5
2015,"Douglas County","05000US53017",45.5
2016,"Lincoln County","05000US37109",45.4
2016,"White County","05000US13311",45.4
