year,geo_name,geo,hiv_prevalence_rate
2016,"Newton County","05000US28101",267.99
2016,"Catahoula Parish","05000US22025",267.94
2015,"Salem County","05000US34033",267.8
2017,"Carroll County, GA","05000US13045",267.8
2017,"Catahoula Parish","05000US22025",267.7
2017,"Marion County","05000US28091",267.7
2015,"Carroll County","05000US28015",267.6
2015,"Lee County","05000US05077",267.0
2017,"Union County","05000US39159",266.7
2017,"Spartanburg County, SC","05000US45083",266.6
2016,"Coffee County","05000US13069",266.568
2015,"Sampson County","05000US37163",266.4
2015,"Clay County","05000US28025",266.3
2017,"Union County","05000US45087",266.3
2016,"Lexington County, SC","05000US45063",266.297
2015,"Surry County","05000US51181",266.2
2016,"Wilkinson County","05000US28157",265.89
2015,"Bay County, FL","05000US12005",265.8
2016,"Middlesex County, MA","05000US25017",265.752
2015,"Randolph County","05000US17157",265.7
2016,"Bay County, FL","05000US12005",265.316
2015,"Perquimans County","05000US37143",265.3
2015,"Beaufort County","05000US37013",265.3
2016,"Warren County","05000US37185",265.252
2017,"Peach County","05000US13225",265.2
2017,"Seminole County, FL","05000US12117",265.0
2016,"Hancock County","05000US13141",264.817
2015,"Colquitt County","05000US13071",264.8
2015,"Willacy County","05000US48489",264.7
2016,"Wakulla County","05000US12129",264.56
2017,"Rusk County","05000US48401",264.5
2016,"Chattooga County","05000US13055",264.366
2017,"Lake County, IN","05000US18089",264.2
2015,"Ramsey County, MN","05000US27123",264.2
2015,"Blaine County","05000US40011",263.9
2017,"Nassau County, NY","05000US36059",263.9
2016,"Marion County","05000US28091",263.694
2016,"Kern County, CA","05000US06029",263.529
2016,"Madison County, TN","05000US47113",263.11
2016,"Chicot County","05000US05017",263.047
2017,"Orange County, CA","05000US06059",263.0
2016,"Covington County","05000US28031",262.977
2015,"Hunterdon County, NJ","05000US34019",262.8
2016,"Bienville Parish","05000US22013",262.779
2017,"Beaufort County, SC","05000US45013",262.6
2017,"Covington County","05000US28031",262.5
2017,"Cook County","05000US13075",262.4
2016,"Madison County","05000US28089",262.32
2017,"Halifax County","05000US51083",262.2
2016,"Benton County","05000US28009",262.105
2017,"Middlesex County, MA","05000US25017",262.0
2017,"Saluda County","05000US45081",261.9
2015,"Coffee County","05000US13069",261.7
2017,"Kern County, CA","05000US06029",261.5
2015,"Madison County, TN","05000US47113",261.2
2016,"Orange County, CA","05000US06059",261.069
2016,"Irwin County","05000US13155",260.902
2015,"Staunton city","05000US51790",260.8
2015,"Tarrant County, TX","05000US48439",260.7
2016,"Wheeler County","05000US13309",260.605
2016,"Randolph County","05000US17157",260.206
2017,"Brevard County, FL","05000US12009",260.0
2015,"Greenville County, SC","05000US45045",259.9
2015,"Fairfax County, VA","05000US51059",259.8
2016,"Erie County, NY","05000US36029",259.664
2017,"Yalobusha County","05000US28161",259.6
2015,"Indian River County, FL","05000US12061",259.5
2016,"Spartanburg County, SC","05000US45083",259.449
2017,"Warren County","05000US37185",259.3
2016,"Stone County","05000US28131",259.188
2017,"Donley County","05000US48129",259.0
2017,"Wicomico County, MD","05000US24045",259.0
2015,"Orange County, CA","05000US06059",258.9
2016,"Seminole County, FL","05000US12117",258.888
2016,"Carroll County, GA","05000US13045",258.881
2016,"Attala County","05000US28007",258.866
2015,"Marion County","05000US28091",258.8
2016,"Beaufort County, SC","05000US45013",258.778
2017,"Randolph County","05000US17157",258.7
2015,"Lexington County, SC","05000US45063",258.7
2016,"Tallahatchie County","05000US28135",258.216
2015,"Jenkins County","05000US13165",258.2
2016,"Stewart County","05000US13259",258.112
2017,"Berks County, PA","05000US42011",258.1
2015,"Choctaw County","05000US01023",258.0
2017,"Laurens County","05000US45059",258.0
2015,"Talbot County","05000US13263",257.5
2016,"Orange County, NC","05000US37135",257.359
2016,"Donley County","05000US48129",257.235
2017,"Orange County, NC","05000US37135",257.1
2017,"Bartow County, GA","05000US13015",256.7
2015,"Calhoun County","05000US45017",256.5
2015,"Atkinson County","05000US13003",256.5
2015,"Lewis County","05000US36049",256.3
2017,"Richland Parish","05000US22083",256.0
2015,"Seminole County, FL","05000US12117",256.0
2016,"Nassau County, NY","05000US36059",255.763
2016,"Halifax County","05000US51083",255.662
2017,"Riverside County, CA","05000US06065",255.5
2015,"Berks County, PA","05000US42011",255.4
2017,"Clay County","05000US28025",255.3
2016,"Riverside County, CA","05000US06065",254.955
2016,"Nantucket County","05000US25019",254.718
2015,"Nassau County, NY","05000US36059",254.6
2017,"Cibola County","05000US35006",254.2
2016,"Bowie County","05000US48037",254.123
2017,"Caroline County","05000US24011",253.5
2017,"Benton County","05000US28009",253.4
2016,"Brevard County, FL","05000US12009",253.284
2015,"Wayne County","05000US13305",253.2
2017,"Pointe Coupee Parish","05000US22077",253.1
2015,"Madison County","05000US28089",253.1
2015,"Beaufort County, SC","05000US45013",252.9
2017,"Randolph County","05000US13243",252.7
2015,"Tangipahoa Parish, LA","05000US22105",252.7
2015,"El Paso County, TX","05000US48141",252.4
2016,"Indian River County, FL","05000US12061",252.307
2016,"Caroline County","05000US24011",252.141
2017,"Simpson County","05000US28127",252.1
2015,"Chicot County","05000US05017",252.1
2016,"Essex County, MA","05000US25009",252.062
2016,"Lake County, IN","05000US18089",251.893
2017,"Suwannee County","05000US12121",251.8
2015,"Erie County, NY","05000US36029",251.5
2017,"Bristol County, MA","05000US25005",251.3
2016,"Laurens County","05000US45059",251.034
2016,"Bristol County, MA","05000US25005",250.856
2017,"Indian River County, FL","05000US12061",250.7
2015,"Brevard County, FL","05000US12009",250.7
2016,"Union County","05000US45087",250.459
2017,"Butler County","05000US01013",250.4
2015,"Alamance County, NC","05000US37001",250.2
2017,"Essex County, MA","05000US25009",250.2
2016,"Berks County, PA","05000US42011",250.185
2015,"Wakulla County","05000US12129",250.1
2016,"Worcester County, MA","05000US25027",249.929
2015,"Middlesex County, MA","05000US25017",249.9
2015,"Attala County","05000US28007",249.7
2016,"Kent County","05000US24029",249.32
2017,"Attala County","05000US28007",249.1
2017,"Kent County, DE","05000US10001",249.1
2015,"Wilkinson County","05000US28157",248.9
2017,"Onondaga County, NY","05000US36067",248.7
2015,"Halifax County","05000US51083",248.5
2016,"Concho County","05000US48095",248.207
2016,"Cape May County","05000US34009",248.201
2017,"Tallahatchie County","05000US28135",248.2
2015,"Chester County","05000US45023",248.1
2017,"Swift County","05000US27151",248.0
2017,"Bowie County","05000US48037",247.9
2015,"Newton County","05000US28101",247.9
2017,"St. Louis County, MO","05000US29189",247.9
2017,"Douglas County, NE","05000US31055",247.6
2015,"Mississippi County","05000US29133",247.6
2016,"Staunton city","05000US51790",247.537
2015,"Orange County, NC","05000US37135",247.5
2017,"Lee County","05000US28081",247.3
2016,"Swift County","05000US27151",247.127
2017,"Jasper County","05000US28061",247.1
2017,"Howard County","05000US48227",247.1
2016,"Simpson County","05000US28127",246.958
2016,"Dukes County","05000US25007",246.897
2016,"Bartow County, GA","05000US13015",246.693
2016,"Kent County, DE","05000US10001",246.526
2017,"Franklin County","05000US12037",246.4
2016,"Ouachita County","05000US05103",246.259
2016,"Fayette County","05000US47047",246.199
2017,"Surry County","05000US51181",246.1
2016,"Meriwether County","05000US13199",246.044
2016,"Cibola County","05000US35006",245.843
2017,"Pamlico County","05000US37137",245.6
2017,"Cape May County","05000US34009",245.6
2015,"Concordia Parish","05000US22029",245.3
2016,"Rusk County","05000US48401",244.912
2016,"Wicomico County, MD","05000US24045",244.875
2016,"Franklin County","05000US12037",244.834
2015,"Montgomery County, OH","05000US39113",244.8
2017,"Lucas County, OH","05000US39095",244.8
2015,"Torrance County","05000US35057",244.7
2015,"Noxubee County","05000US28103",244.6
2016,"Screven County","05000US13251",244.355
2017,"Stephens County","05000US48429",244.3
2016,"Clay County","05000US28025",244.135
2015,"Worcester County, MA","05000US25027",244.1
2016,"Douglas County, NE","05000US31055",243.833
2017,"Screven County","05000US13251",243.7
2015,"Chattooga County","05000US13055",243.6
2015,"Nantucket County","05000US25019",243.4
2015,"Bristol County, MA","05000US25005",243.4
2017,"Pima County, AZ","05000US04019",243.3
2016,"Tattnall County","05000US13267",243.286
2017,"Tuscaloosa County, AL","05000US01125",243.2
2015,"Liberty County","05000US13179",243.1
2016,"Burlington County, NJ","05000US34005",243.096
2017,"Washoe County, NV","05000US32031",243.0
2015,"Greene County","05000US01063",242.8
2016,"Bergen County, NJ","05000US34003",242.784
2017,"West Carroll Parish","05000US22123",242.7
2016,"Thomas County","05000US13275",242.527
2017,"Worcester County, MA","05000US25027",242.1
2016,"Cook County","05000US13075",242.042
2016,"West Carroll Parish","05000US22123",241.978
2016,"Butler County","05000US01013",241.959
2016,"Clinton County","05000US17027",241.943
2016,"Menominee County","05000US55078",241.911
2017,"Calhoun County","05000US45017",241.5
2015,"Pima County, AZ","05000US04019",241.4
2017,"Torrance County","05000US35057",241.2
2016,"Stephens County","05000US48429",241.147
2017,"Cherokee County","05000US48073",240.9
2015,"Kent County, DE","05000US10001",240.5
2015,"Laurens County","05000US45059",240.4
2016,"Saluda County","05000US45081",240.298
2015,"Natchitoches Parish","05000US22069",240.2
2015,"Spartanburg County, SC","05000US45083",240.2
2016,"Richland Parish","05000US22083",240.131
2017,"Bergen County, NJ","05000US34003",240.1
2017,"Perquimans County","05000US37143",239.8
2015,"Knox County, TN","05000US47093",239.7
2017,"Person County","05000US37145",239.5
2015,"Bienville Parish","05000US22013",239.4
2017,"Burlington County, NJ","05000US34005",239.3
2015,"Tulsa County, OK","05000US40143",239.3
2016,"St. Louis County, MO","05000US29189",239.295
2016,"Cole County","05000US29051",239.043
2017,"Knox County, TN","05000US47093",239.0
2015,"Lunenburg County","05000US51111",239.0
2016,"Lucas County, OH","05000US39095",238.72
2016,"Washoe County, NV","05000US32031",238.69
2017,"Ouachita County","05000US05103",238.6
2015,"Dillingham Census Area","05000US02070",238.6
2017,"Gwinnett County, GA","05000US13135",238.5
2016,"Marshall County","05000US28093",238.313
2015,"Douglas County, NE","05000US31055",238.3
2016,"Pointe Coupee Parish","05000US22077",238.045
2017,"Allegheny County, PA","05000US42003",237.9
2017,"Cleveland County, NC","05000US37045",237.8
2015,"Yalobusha County","05000US28161",237.5
2015,"Washoe County, NV","05000US32031",237.4
2016,"Jones County","05000US37103",237.342
2016,"Onondaga County, NY","05000US36067",236.946
2016,"Pima County, AZ","05000US04019",236.846
2017,"Vigo County, IN","05000US18167",236.6
2015,"Onondaga County, NY","05000US36067",236.6
2017,"Jenkins County","05000US13165",236.4
2017,"Sarasota County, FL","05000US12115",236.3
2017,"Suffolk County, NY","05000US36103",236.2
2016,"Dillingham Census Area","05000US02070",236.035
2016,"Calhoun County","05000US45017",235.942
2015,"Benton County","05000US28009",235.9
2015,"Reeves County","05000US48389",235.8
2015,"Richland Parish","05000US22083",235.8
2017,"Dorchester County, SC","05000US45035",235.8
2017,"Highlands County, FL","05000US12055",235.7
2015,"Caroline County","05000US24011",235.6
2016,"Cherokee County","05000US48073",235.52
2017,"Jones County","05000US37103",235.4
2017,"Lorain County, OH","05000US39093",235.4
2017,"Cole County","05000US29051",235.3
2015,"Essex County, MA","05000US25009",235.0
2015,"Mississippi County","05000US05093",234.8
2017,"Mississippi County","05000US29133",234.6
2015,"Union County","05000US45087",234.5
2017,"Walthall County","05000US28147",234.4
2016,"Knox County, TN","05000US47093",234.275
2017,"Prince William County, VA","05000US51153",234.1
2015,"Highlands County, FL","05000US12055",233.6
2016,"Suwannee County","05000US12121",233.512
2015,"Simpson County","05000US28127",233.5
2016,"Choctaw County","05000US01023",233.1
2017,"Mahoning County, OH","05000US39099",232.8
2017,"Buncombe County, NC","05000US37021",232.6
2016,"Buncombe County, NC","05000US37021",232.361
2015,"Marshall County","05000US28093",232.3
2016,"Mississippi County","05000US05093",232.259
2015,"Lake County, IN","05000US18089",232.2
2015,"New London County, CT","05000US09011",231.8
2016,"Howard County","05000US48227",231.707
2015,"Cole County","05000US29051",231.7
2015,"Dukes County","05000US25007",231.7
2016,"Prince William County, VA","05000US51153",231.473
2017,"Chickasaw County","05000US28017",231.3
2017,"Arapahoe County, CO","05000US08005",231.2
2017,"Choctaw County","05000US01023",231.2
2016,"Lorain County, OH","05000US39093",230.936
2017,"St. Joseph County, IN","05000US18141",230.9
2017,"Mississippi County","05000US05093",230.7
2016,"Dorchester County, SC","05000US45035",230.614
2016,"Sarasota County, FL","05000US12115",230.433
2017,"Chesterfield County","05000US45025",230.3
2017,"Marshall County","05000US28093",230.2
2015,"Prince William County, VA","05000US51153",230.1
2016,"Suffolk County, NY","05000US36103",230.011
2016,"Caswell County","05000US37033",229.943
2016,"Tuscaloosa County, AL","05000US01125",229.911
2015,"Tattnall County","05000US13267",229.8
2017,"Evangeline Parish","05000US22039",229.8
2016,"Torrance County","05000US35057",229.766
2015,"Cape May County","05000US34009",229.7
2015,"Bowie County","05000US48037",229.7
2016,"Cleveland County, NC","05000US37045",229.562
2017,"Clinton County","05000US17027",229.1
2016,"Mahoning County, OH","05000US39099",229.018
2017,"Marion County","05000US13197",228.8
2015,"Sarasota County, FL","05000US12115",228.7
2016,"Highlands County, FL","05000US12055",228.645
2015,"Caswell County","05000US37033",228.2
2016,"Vigo County, IN","05000US18167",228.08
2016,"San Mateo County, CA","05000US06081",227.805
2015,"Covington County","05000US28031",227.8
2016,"Randolph County","05000US13243",227.753
2017,"Blaine County","05000US40011",227.7
2015,"Taylor County","05000US13269",227.6
2015,"Suffolk County, NY","05000US36103",227.6
2016,"Arapahoe County, CO","05000US08005",227.254
2016,"Person County","05000US37145",227.142
2016,"Lee County","05000US28081",226.902
2015,"Bergen County, NJ","05000US34003",226.9
2017,"St. Charles Parish","05000US22089",226.7
2015,"Warren County","05000US37185",226.7
2016,"Franklin County","05000US37069",226.563
2016,"Allegheny County, PA","05000US42003",226.357
2015,"Washington County","05000US13303",226.3
2016,"Pamlico County","05000US37137",226.244
2017,"Elbert County","05000US13105",226.0
2017,"Washington County","05000US13303",226.0
2016,"Fulton County","05000US17057",225.949
2016,"Blaine County","05000US40011",225.79
2015,"Cibola County","05000US35006",225.6
2016,"Walthall County","05000US28147",225.588
2017,"Somerset County, NJ","05000US34035",225.5
2016,"Somerset County, NJ","05000US34035",225.465
2017,"Toombs County","05000US13279",225.4
2017,"Tyrrell County","05000US37177",225.3
2016,"St. Joseph County, IN","05000US18141",225.234
2015,"Johnston County, NC","05000US37101",225.0
2017,"Jack County","05000US48237",224.9
2017,"Okaloosa County, FL","05000US12091",224.9
2015,"Jeff Davis County","05000US13161",224.6
2016,"Clear Creek County","05000US08019",224.579
2016,"Peach County","05000US13225",224.496
2017,"Webster County","05000US13307",224.4
2017,"Kent County","05000US24029",224.2
2016,"New London County, CT","05000US09011",224.114
2015,"Elmore County","05000US01051",224.1
2015,"Carroll County, GA","05000US13045",224.1
2015,"York County, SC","05000US45091",224.0
2015,"Perry County","05000US17145",224.0
2017,"Jackson County, MS","05000US28059",223.9
2015,"Lycoming County, PA","05000US42081",223.8
2017,"Fulton County","05000US17057",223.8
2015,"San Mateo County, CA","05000US06081",223.8
2017,"Colonial Heights city","05000US51570",223.7
2017,"Franklin County","05000US37069",223.7
2016,"Tyrrell County","05000US37177",223.651
2017,"Caswell County","05000US37033",223.6
2016,"Okaloosa County, FL","05000US12091",223.469
2017,"San Mateo County, CA","05000US06081",223.4
2016,"Yalobusha County","05000US28161",223.279
2016,"Salt Lake County, UT","05000US49035",223.243
2017,"Madison County, AL","05000US01089",223.0
2017,"Salt Lake County, UT","05000US49035",223.0
2015,"Lucas County, OH","05000US39095",222.9
2017,"Newton County, GA","05000US13217",222.8
2016,"Lincoln County","05000US13181",222.486
2015,"Arapahoe County, CO","05000US08005",222.3
2016,"York County, SC","05000US45091",222.047
2015,"Stewart County","05000US13259",221.4
2015,"Rusk County","05000US48401",221.3
2015,"Okaloosa County, FL","05000US12091",221.2
2017,"York County, SC","05000US45091",221.1
2017,"Talladega County","05000US01121",221.1
2015,"Meriwether County","05000US13199",220.8
2016,"Johnston County, NC","05000US37101",220.625
2016,"Marion County","05000US13197",220.416
2016,"Charles City County","05000US51036",220.368
2017,"Johnston County, NC","05000US37101",220.3
2016,"Chesterfield County","05000US45025",220.241
2015,"Buncombe County, NC","05000US37021",220.1
2015,"Irwin County","05000US13155",220.1
2015,"St. Louis County, MO","05000US29189",220.1
2017,"Chicot County","05000US05017",220.1
2017,"Dukes County","05000US25007",220.1
2016,"Lee County","05000US17103",219.919
2015,"Salt Lake County, UT","05000US49035",219.9
2017,"New London County, CT","05000US09011",219.9
2015,"Butler County","05000US01013",219.8
2017,"Pickens County","05000US01107",219.8
2017,"Staunton city","05000US51790",219.7
2017,"Lee County","05000US17103",219.7
2017,"Haskell County","05000US48207",219.5
2015,"Lorain County, OH","05000US39093",219.5
2016,"Madison County, AL","05000US01089",219.485
2016,"Lancaster County","05000US51103",219.32
2016,"Contra Costa County, CA","05000US06013",219.247
2017,"Chase County","05000US20017",219.2
2016,"Gwinnett County, GA","05000US13135",219.049
2017,"Columbia County, GA","05000US13073",219.0
2015,"Hancock County","05000US13141",218.9
2015,"Saluda County","05000US45081",218.8
2017,"Garland County","05000US05051",218.8
2017,"Gilmer County","05000US54021",218.7
2016,"Haskell County","05000US48207",218.688
2015,"Suwannee County","05000US12121",218.6
2017,"Caldwell Parish","05000US22021",218.5
2015,"Gilmer County","05000US54021",218.3
2015,"Allegheny County, PA","05000US42003",218.0
2016,"Greene County, MO","05000US29077",217.927
2017,"Contra Costa County, CA","05000US06013",217.8
2017,"Lake County, FL","05000US12069",217.7
2017,"Montgomery County","05000US37123",217.6
2017,"San Joaquin County, CA","05000US06077",217.4
2015,"Clinton County","05000US17027",217.4
2016,"Mississippi County","05000US29133",217.373
2016,"Washington County","05000US13303",217.267
2016,"Chickasaw County","05000US28017",217.224
2017,"Perry County","05000US17145",217.2
2017,"Greene County, MO","05000US29077",217.1
2015,"Tuscaloosa County, AL","05000US01125",217.1
2015,"Vigo County, IN","05000US18167",217.1
2015,"Stone County","05000US28131",217.0
2015,"San Joaquin County, CA","05000US06077",217.0
2017,"Abbeville County","05000US45001",217.0
2017,"Arkansas County","05000US05001",216.9
2017,"Nantucket County","05000US25019",216.8
2016,"Fresno County, CA","05000US06019",216.761
2016,"Perry County","05000US17145",216.713
2015,"Screven County","05000US13251",216.6
2015,"Abbeville County","05000US45001",216.3
2016,"Gilmer County","05000US54021",216.23
2016,"Jackson County, MS","05000US28059",216.129
2016,"Jeff Davis County","05000US13161",216.126
2015,"Charles City County","05000US51036",216.0
2017,"Warren County","05000US13301",216.0
2017,"Fresno County, CA","05000US06019",215.9
2015,"Pointe Coupee Parish","05000US22077",215.7
2016,"Madison County","05000US48313",215.109
2016,"San Joaquin County, CA","05000US06077",215.105
2017,"Elmore County","05000US01051",215.1
2015,"Thomas County","05000US13275",215.0
2015,"Swift County","05000US27151",215.0
2015,"Dorchester County, SC","05000US45035",215.0
2016,"Columbia County, GA","05000US13073",214.913
2016,"Arkansas County","05000US05001",214.836
2017,"Matagorda County","05000US48321",214.8
2016,"Pickens County","05000US01107",214.75
2016,"Warren County","05000US13301",214.731
2017,"Coryell County","05000US48099",214.4
2017,"Lincoln Parish","05000US22061",214.3
2015,"Walthall County","05000US28147",214.3
2016,"Crenshaw County","05000US01041",214.206
2015,"Burlington County, NJ","05000US34005",214.2
2017,"Charles City County","05000US51036",213.9
2017,"Madison County","05000US48313",213.6
2017,"St. Martin Parish","05000US22099",213.4
2016,"Santa Clara County, CA","05000US06085",213.057
2016,"Elmore County","05000US01051",213.0
2015,"Madison County, AL","05000US01089",212.7
2016,"Abbeville County","05000US45001",212.686
2016,"Lake County, FL","05000US12069",212.6
2016,"Cross County","05000US05037",212.489
2015,"Contra Costa County, CA","05000US06013",211.7
2017,"Panola County","05000US28107",211.6
2015,"Clear Creek County","05000US08019",211.6
2015,"Mahoning County, OH","05000US39099",211.5
2017,"Chautauqua County, NY","05000US36013",211.4
2017,"Sumter County, FL","05000US12119",211.1
2016,"Navarro County","05000US48349",210.927
2015,"Treutlen County","05000US13283",210.9
2017,"Navarro County","05000US48349",210.6
2017,"Broome County, NY","05000US36007",210.6
2016,"Jack County","05000US48237",210.526
2015,"Lake County, FL","05000US12069",210.4
2017,"Plaquemines Parish","05000US22075",210.3
2016,"Chautauqua County, NY","05000US36013",210.278
2015,"West Carroll Parish","05000US22123",210.1
2015,"Santa Clara County, CA","05000US06085",210.0
2016,"Jasper County","05000US28061",209.902
2015,"Randolph County","05000US13243",209.8
2015,"Chautauqua County, NY","05000US36013",209.5
2015,"Lee County","05000US28081",209.3
2017,"Douglas County, GA","05000US13097",209.2
2016,"Jenkins County","05000US13165",209.041
2017,"Dillingham Census Area","05000US02070",209.0
2015,"Franklin County","05000US37069",209.0
2017,"Jeff Davis County","05000US13161",208.8
2016,"Sumter County, FL","05000US12119",208.648
2015,"Catahoula Parish","05000US22025",208.6
2016,"Garland County","05000US05051",208.52
2017,"Santa Clara County, CA","05000US06085",208.4
2017,"San Bernardino County, CA","05000US06071",208.4
2015,"Sherman County","05000US48421",208.4
2015,"Talladega County","05000US01121",208.2
2015,"Greene County, MO","05000US29077",208.2
2016,"Chowan County","05000US37041",208.167
2016,"Panola County","05000US28107",208.139
2015,"Harnett County, NC","05000US37085",207.9
2017,"Cameron County, TX","05000US48061",207.8
2015,"Cleveland County, NC","05000US37045",207.7
2017,"Pulaski County","05000US13235",207.6
2015,"Lancaster County","05000US45057",207.4
2017,"LaPorte County, IN","05000US18091",207.4
2015,"Ouachita County","05000US05103",207.4
2015,"Somerset County, NJ","05000US34035",207.3
2015,"Jackson County, MS","05000US28059",206.9
2015,"Windham County, CT","05000US09015",206.3
2016,"Elbert County","05000US13105",206.161
2016,"Evangeline Parish","05000US22039",206.004
2017,"Schley County","05000US13249",206.0
2017,"Fayette County, GA","05000US13113",205.7
2016,"Harnett County, NC","05000US37085",205.7
2017,"Bernalillo County, NM","05000US35001",205.6
2015,"Kent County","05000US24029",205.6
2016,"Prince Edward County","05000US51147",205.449
2016,"Autauga County","05000US01001",205.407
2015,"Cherokee County","05000US48073",205.4
2017,"Bell County, TX","05000US48027",205.4
2015,"Sumter County, FL","05000US12119",205.4
2015,"Fulton County","05000US17057",205.4
2016,"Talladega County","05000US01121",205.354
2016,"Henry County","05000US01067",205.226
2016,"San Bernardino County, CA","05000US06071",205.054
2016,"Caroline County","05000US51033",205.047
2017,"Autauga County","05000US01001",205.0
2015,"Chesterfield County","05000US45025",205.0
2017,"St. Francois County","05000US29187",204.9
2016,"Broome County, NY","05000US36007",204.814
2015,"Pamlico County","05000US37137",204.7
2016,"Montgomery County","05000US37123",204.543
2016,"Pitkin County","05000US08097",204.459
2015,"Peach County","05000US13225",204.4
2015,"Pitkin County","05000US08097",204.4
2015,"Garza County","05000US48169",204.4
2016,"Covington city","05000US51580",204.332
2016,"Colonial Heights city","05000US51570",204.332
2017,"Terrebonne Parish, LA","05000US22109",204.3
2015,"Howard County","05000US48227",204.2
2017,"Upson County","05000US13293",204.1
2017,"Berrien County, MI","05000US26021",203.9
2017,"Bristol city","05000US51520",203.7
2017,"Buchanan County","05000US29021",203.7
2017,"Waller County","05000US48473",203.7
2017,"Acadia Parish","05000US22001",203.4
2017,"Treutlen County","05000US13283",203.4
2016,"Coryell County","05000US48099",203.368
2016,"Caldwell County","05000US48055",203.297
2015,"Person County","05000US37145",202.7
2016,"St. Charles Parish","05000US22089",202.604
2015,"Tyrrell County","05000US37177",202.6
2017,"Honolulu County, HI","05000US15003",202.6
2017,"Lycoming County, PA","05000US42081",202.3
2017,"Floyd County","05000US13115",202.2
2017,"Cheatham County","05000US47021",202.2
2015,"Broome County, NY","05000US36007",202.2
2015,"Fayette County","05000US47047",202.1
2015,"Lee County","05000US17103",202.1
2016,"St. Martin Parish","05000US22099",202.025
2017,"Maui County, HI","05000US15009",202.0
2016,"Calhoun County, AL","05000US01015",201.955
2017,"Clay County","05000US01027",201.9
2017,"Hawaii County, HI","05000US15001",201.9
2017,"Allen County, OH","05000US39003",201.9
2016,"LaPorte County, IN","05000US18091",201.876
2016,"Cameron County, TX","05000US48061",201.832
2017,"Leake County","05000US28079",201.8
2016,"St. Francois County","05000US29187",201.598
2017,"Webb County, TX","05000US48479",201.5
2017,"Prince Edward County","05000US51147",201.4
2016,"Douglas County, GA","05000US13097",201.329
2017,"Ingham County, MI","05000US26065",201.3
2016,"Marion County","05000US48315",201.207
2016,"Bell County, TX","05000US48027",200.928
2015,"San Bernardino County, CA","05000US06071",200.9
2017,"Dinwiddie County","05000US51053",200.8
2016,"Lycoming County, PA","05000US42081",200.773
2016,"Rock Island County, IL","05000US17161",200.751
2017,"De Soto Parish","05000US22031",200.7
2015,"Fresno County, CA","05000US06019",200.7
2015,"Honolulu County, HI","05000US15003",200.7
2016,"Newton County, GA","05000US13217",200.435
2017,"Kenton County, KY","05000US21117",200.4
2016,"Morris County, NJ","05000US34027",199.997
2017,"Caldwell County","05000US48055",199.9
2016,"Kenton County, KY","05000US21117",199.669
2016,"Honolulu County, HI","05000US15003",199.635
2015,"Glascock County","05000US13125",199.6
2016,"Webb County, TX","05000US48479",199.512
2017,"Ascension Parish, LA","05000US22005",199.5
2017,"Franklin Parish","05000US22041",199.4
2016,"Hawaii County, HI","05000US15001",199.372
2016,"Schley County","05000US13249",199.302
2017,"Vermilion Parish","05000US22113",198.9
2015,"Hawaii County, HI","05000US15001",198.8
2017,"Harnett County, NC","05000US37085",198.7
2017,"Middlesex County","05000US51119",198.7
2016,"Toombs County","05000US13279",198.431
2015,"Osage County","05000US40113",198.3
2017,"Caroline County","05000US51033",198.3
2017,"Berkeley County, SC","05000US45015",198.2
2017,"Comanche County, OK","05000US40031",198.1
2015,"Pearl River County","05000US28109",198.1
2017,"Calhoun County, AL","05000US01015",198.0
2015,"Northumberland County","05000US51133",197.9
2015,"Cheatham County","05000US47021",197.9
2016,"Bristol city","05000US51520",197.889
2016,"Hardeman County","05000US47069",197.837
2017,"Brantley County","05000US13025",197.8
2017,"Lancaster County","05000US51103",197.7
2016,"Treutlen County","05000US13283",197.664
2016,"Matagorda County","05000US48321",197.642
2016,"Buchanan County","05000US29021",197.512
2016,"Comanche County, OK","05000US40031",197.504
2016,"Bernalillo County, NM","05000US35001",197.476
2016,"Middlesex County","05000US51119",197.464
2015,"Haskell County","05000US48207",197.4
2017,"Morris County, NJ","05000US34027",197.2
2016,"Plaquemines Parish","05000US22075",197.187
2015,"St. Joseph County, IN","05000US18141",197.1
2015,"Chowan County","05000US37041",197.0
2016,"Maui County, HI","05000US15009",196.91
2017,"Clear Creek County","05000US08019",196.9
2017,"Brazos County, TX","05000US48041",196.7
2015,"Kenton County, KY","05000US21117",196.6
2017,"Plymouth County, MA","05000US25023",196.4
2016,"Fluvanna County","05000US51065",196.365
2016,"Lancaster County","05000US45057",196.339
2016,"Plymouth County, MA","05000US25023",196.254
2015,"Camden County","05000US13039",196.1
2017,"Prince George County","05000US51149",195.7
2015,"Pulaski County","05000US13235",195.7
2015,"Buchanan County","05000US29021",195.6
2015,"Panola County","05000US28107",195.5
2015,"Sebastian County, AR","05000US05131",195.4
2017,"Lincoln County","05000US13181",195.3
2015,"Gwinnett County, GA","05000US13135",195.3
2017,"Brooks County","05000US48047",195.2
2015,"Frio County","05000US48163",195.0
2017,"Adams County, CO","05000US08001",194.9
2015,"Tallahatchie County","05000US28135",194.9
2015,"Plaquemines Parish","05000US22075",194.8
2015,"Logan County","05000US40083",194.7
2017,"Red River Parish","05000US22081",194.7
2015,"Trinity County","05000US48455",194.4
2016,"Lincoln Parish","05000US22061",194.363
2016,"Brazos County, TX","05000US48041",194.277
2015,"Dinwiddie County","05000US51053",194.2
2016,"Ingham County, MI","05000US26065",194.163
